,location,total_sqft,bath,price,bhk
619,Bannerghatta Road,1365.0,3.0,76.18,3
621,Bannerghatta Road,1655.0,3.0,90.0,3
622,Bannerghatta Road,1650.0,3.0,94.0,3
623,Bannerghatta Road,1000.0,2.0,50.0,2
624,Bannerghatta Road,2185.0,3.0,120.0,4
625,Bannerghatta Road,1012.0,2.0,45.0,2
627,Bannerghatta Road,1460.0,2.0,80.0,3
628,Bannerghatta Road,1340.0,2.0,85.0,2
631,Bannerghatta Road,1115.0,2.0,61.0,2
632,Bannerghatta Road,1000.0,2.0,44.5,2
633,Bannerghatta Road,1640.0,3.0,105.0,3
634,Bannerghatta Road,1012.0,2.0,44.0,2
637,Bannerghatta Road,1550.0,3.0,96.0,3
638,Bannerghatta Road,1200.0,2.0,78.0,2
640,Bannerghatta Road,1450.0,2.0,78.0,3
641,Bannerghatta Road,700.0,1.0,31.2,1
644,Bannerghatta Road,905.0,2.0,58.0,2
646,Bannerghatta Road,1920.0,3.0,122.0,3
649,Bannerghatta Road,1270.0,2.0,73.0,3
650,Bannerghatta Road,1846.0,3.0,120.0,3
652,Bannerghatta Road,1122.5,2.0,61.74,2
653,Bannerghatta Road,1655.0,3.0,95.0,3
654,Bannerghatta Road,1206.0,2.0,53.0,2
655,Bannerghatta Road,1150.0,2.0,55.0,2
656,Bannerghatta Road,1215.0,2.0,65.0,2
657,Bannerghatta Road,1470.0,2.0,85.0,3
658,Bannerghatta Road,970.0,2.0,57.0,2
659,Basavangudi,1500.0,2.0,143.0,3
660,Basavangudi,1850.0,3.0,168.0,3
661,Basavangudi,1036.0,2.0,105.0,2
662,Basavangudi,2600.0,4.0,260.0,4
663,Basavangudi,1600.0,2.0,160.0,3
664,Basavangudi,1560.0,2.0,145.0,2
665,Basavangudi,1825.0,3.0,175.0,3
666,Basavangudi,1050.0,2.0,103.0,2
667,Basavangudi,1350.0,2.0,130.0,3
668,Basavangudi,1485.0,3.0,140.0,3
669,Basavangudi,1200.0,2.0,120.0,2
670,Basavangudi,2453.0,3.0,250.0,4
671,Basaveshwara Nagar,4500.0,5.0,415.0,5
672,Basaveshwara Nagar,1865.0,3.0,145.0,3
673,Basaveshwara Nagar,1200.0,2.0,90.0,2
674,Basaveshwara Nagar,1200.0,2.0,80.0,2
675,Basaveshwara Nagar,900.0,2.0,60.0,2
676,Basaveshwara Nagar,1900.0,3.0,150.0,3
677,Basaveshwara Nagar,1200.0,2.0,85.0,2
678,Battarahalli,1779.0,3.0,89.61,3
679,Battarahalli,1945.0,3.0,97.42,3
680,Battarahalli,1880.0,3.0,94.36,3
681,Battarahalli,1636.0,2.0,82.89,2
682,Battarahalli,1779.0,3.0,90.0,3
683,Battarahalli,1516.0,3.0,65.0,3
684,Battarahalli,2082.0,3.0,104.0,3
685,Battarahalli,2024.0,3.0,103.0,3
686,Battarahalli,1097.0,2.0,49.0,2
687,Begur,1419.0,2.0,59.0,3
688,Begur,1580.0,3.0,75.0,3
689,Begur,1559.0,3.0,63.0,3
690,Begur,1475.0,2.0,74.0,3
691,Begur,1100.0,2.0,55.0,2
692,Begur,1306.0,2.0,65.0,2
693,Begur,1304.0,3.0,65.0,3
694,Begur,1411.0,2.0,60.0,3
695,Begur,815.0,2.0,40.0,2
696,Begur,1443.0,2.0,70.0,3
697,Begur Road,1200.0,2.0,44.0,2
698,Begur Road,1200.0,2.0,46.8,2
699,Begur Road,1160.0,2.0,44.0,2
701,Begur Road,1615.0,3.0,59.76,3
702,Begur Road,1200.0,2.0,43.2,2
703,Begur Road,1160.0,2.0,44.08,2
704,Begur Road,1200.0,2.0,45.0,2
705,Begur Road,1615.0,3.0,60.0,3
706,Begur Road,1410.0,2.0,53.0,3
707,Begur Road,1160.0,2.0,40.59,2
708,Begur Road,1260.0,2.0,46.62,2
710,Begur Road,1160.0,2.0,42.0,2
711,Begur Road,1200.0,2.0,45.0,2
713,Begur Road,1410.0,2.0,52.17,3
715,Begur Road,1170.0,2.0,46.0,2
716,Begur Road,1160.0,2.0,42.92,2
717,Begur Road,1410.0,2.0,52.17,3
719,Begur Road,1565.0,2.0,59.76,3
720,Begur Road,1160.0,2.0,42.0,2
722,Begur Road,1410.0,2.0,53.58,3
723,Begur Road,1200.0,2.0,45.0,2
724,Begur Road,1200.0,2.0,42.6,2
725,Begur Road,1160.0,2.0,42.0,2
726,Begur Road,1565.0,2.0,57.91,3
727,Begur Road,1200.0,2.0,45.6,2
728,Begur Road,1215.0,2.0,43.13,2
729,Begur Road,1200.0,2.0,44.4,2
730,Begur Road,1160.0,2.0,44.0,2
734,Begur Road,1200.0,2.0,42.0,2
735,Begur Road,1240.0,2.0,45.88,2
736,Begur Road,1200.0,2.0,44.0,2
737,Begur Road,1100.0,2.0,42.6,2
738,Begur Road,1565.0,2.0,57.91,3
739,Begur Road,1200.0,2.0,44.4,2
740,Begur Road,1215.0,2.0,43.75,2
741,Begur Road,1200.0,2.0,44.73,2
742,Begur Road,1160.0,2.0,42.0,2
743,Begur Road,1410.0,2.0,54.99,3
744,Bellandur,1767.0,3.0,103.0,3
745,Bellandur,1205.0,2.0,66.0,2
746,Bellandur,1250.0,2.0,76.0,2
747,Bellandur,1000.0,2.0,50.0,2
748,Bellandur,1281.0,2.0,74.0,2
749,Bellandur,921.0,2.0,40.0,2
750,Bellandur,2025.0,4.0,109.0,4
754,Bellandur,1220.0,2.0,60.0,2
755,Bellandur,1299.0,2.0,82.0,2
756,Bellandur,900.0,2.0,56.0,2
757,Bellandur,1350.0,2.0,79.0,2
758,Bellandur,1286.0,2.0,57.0,2
759,Bellandur,1457.0,2.0,85.0,2
760,Bellandur,1195.0,2.0,51.0,2
761,Bellandur,1310.0,2.0,72.0,2
762,Bellandur,1051.0,2.0,60.0,2
764,Bellandur,1060.0,2.0,65.0,2
765,Bellandur,1100.0,2.0,62.0,2
766,Bellandur,1685.0,3.0,100.0,3
767,Bellandur,982.0,2.0,55.0,2
768,Bellandur,1205.0,2.0,59.0,2
769,Bellandur,1063.0,2.0,58.0,2
770,Bellandur,1201.0,2.0,59.99,2
771,Bellandur,1325.0,2.0,65.0,2
773,Bellandur,1200.0,2.0,52.0,2
774,Bellandur,1088.0,2.0,48.0,2
775,Bellandur,1310.0,2.0,85.0,2
776,Bellandur,1465.0,3.0,90.0,2
777,Bellandur,1767.0,3.0,109.0,3
778,Bellandur,1150.0,2.0,69.44,2
780,Bellandur,1015.0,2.0,60.0,2
782,Bellandur,1685.0,3.0,101.0,3
783,Bellandur,1735.0,3.0,105.0,3
784,Bellandur,1049.0,2.0,51.0,2
786,Bellandur,1211.0,2.0,63.0,2
787,Bellandur,1717.0,3.0,110.0,3
789,Bellandur,1200.0,2.0,62.0,2
794,Bellandur,960.0,2.0,48.0,2
795,Bellandur,850.0,2.0,45.0,2
796,Bellandur,1454.0,2.0,90.0,2
798,Bellandur,1195.0,2.0,52.0,2
800,Bellandur,1535.0,3.0,90.0,3
801,Benson Town,3200.0,4.0,350.0,3
802,Benson Town,4460.0,5.0,650.0,4
803,Benson Town,2850.0,4.0,470.0,3
804,Benson Town,3633.0,6.0,550.0,4
805,Benson Town,1688.12,2.0,270.0,2
806,Benson Town,1805.0,3.0,280.0,3
807,Benson Town,1688.0,2.0,280.0,2
808,Bharathi Nagar,1322.0,2.0,68.0,2
809,Bharathi Nagar,1351.0,2.0,70.0,2
810,Bharathi Nagar,1384.0,2.0,59.0,2
811,Bharathi Nagar,1432.0,2.0,68.0,2
812,Bharathi Nagar,1328.0,2.0,69.0,2
813,Bharathi Nagar,1300.0,2.0,55.86,2
814,Bhoganhalli,1670.0,3.0,99.0,3
817,Bhoganhalli,1444.0,2.0,75.97,2
818,Bhoganhalli,1447.0,2.0,75.97,2
819,Bhoganhalli,1447.0,2.0,75.97,2
820,Bhoganhalli,2072.5,2.0,111.0,4
822,Bhoganhalli,1974.0,4.0,106.0,4
825,Bhoganhalli,1447.0,2.0,75.97,2
826,Bhoganhalli,1447.0,2.0,75.97,2
830,Bhoganhalli,1444.0,2.0,75.97,2
831,Bhoganhalli,1205.0,2.0,64.47,2
832,Bhoganhalli,1447.0,2.0,75.97,2
834,Bhoganhalli,1205.0,2.0,68.32,2
835,Bhoganhalli,1260.0,2.0,69.9,2
837,Bhoganhalli,970.0,2.0,52.5,2
839,Bhoganhalli,1277.0,2.0,79.89,2
841,Billekahalli,1935.0,3.0,110.0,3
842,Billekahalli,1125.0,2.0,62.0,2
843,Billekahalli,1650.0,3.0,88.0,3
844,Billekahalli,1112.0,2.0,62.0,2
845,Billekahalli,2400.0,3.0,150.0,3
846,Billekahalli,950.0,2.0,58.11,2
847,Billekahalli,1125.0,2.0,65.0,2
848,Billekahalli,950.0,2.0,56.0,2
849,Binny Pete,665.0,1.0,50.75,1
850,Binny Pete,660.0,1.0,54.0,1
851,Binny Pete,1365.0,2.0,122.0,2
852,Binny Pete,1795.0,3.0,139.0,3
853,Binny Pete,1740.0,3.0,150.0,3
854,Binny Pete,1970.0,3.0,164.0,3
855,Bisuvanahalli,1180.0,3.0,48.0,3
856,Bisuvanahalli,1075.0,2.0,46.0,3
857,Bisuvanahalli,1075.0,2.0,45.0,3
858,Bisuvanahalli,845.0,2.0,33.0,2
859,Bisuvanahalli,1075.0,2.0,45.0,3
860,Bisuvanahalli,845.0,2.0,37.0,2
861,Bisuvanahalli,1075.0,2.0,47.0,3
862,Bisuvanahalli,850.0,1.0,32.0,2
865,Bisuvanahalli,845.0,2.0,37.0,2
866,Bisuvanahalli,1075.0,2.0,43.0,3
868,Bisuvanahalli,845.0,2.0,33.0,2
869,Bisuvanahalli,845.0,2.0,30.0,2
871,Bisuvanahalli,1075.0,2.0,43.0,3
872,Bisuvanahalli,1080.0,2.0,45.0,3
873,Bisuvanahalli,1075.0,2.0,47.0,3
874,Bisuvanahalli,1075.0,2.0,45.0,3
875,Bisuvanahalli,1075.0,2.0,44.0,3
877,Bisuvanahalli,845.0,2.0,32.0,2
879,Bisuvanahalli,845.0,2.0,34.0,2
880,Bommanahalli,3000.0,8.0,140.0,8
881,Bommanahalli,515.0,1.0,25.0,1
882,Bommanahalli,1090.0,3.0,44.0,2
883,Bommanahalli,1375.0,3.0,59.0,3
884,Bommanahalli,1250.0,3.0,55.0,3
885,Bommanahalli,1850.0,3.0,90.0,3
886,Bommanahalli,910.0,2.0,45.0,2
887,Bommanahalli,1050.0,2.0,46.0,2
888,Bommanahalli,2100.0,4.0,85.0,4
889,Bommanahalli,1160.0,2.0,53.0,2
892,Bommasandra,1035.0,2.0,41.0,2
893,Bommasandra,1035.0,2.0,41.73,2
894,Bommasandra,1034.0,2.0,40.0,2
895,Bommasandra,920.0,2.0,37.46,2
896,Bommasandra,1035.0,2.0,41.43,2
898,Bommasandra,1015.0,2.0,40.0,2
899,Bommasandra,955.0,2.0,35.28,2
900,Bommasandra,1005.0,2.0,39.77,2
901,Bommasandra,1020.0,2.0,40.89,2
902,Bommasandra,920.0,2.0,37.2,2
903,Bommasandra,800.0,1.0,32.0,2
905,Bommasandra,1127.0,2.0,45.0,2
907,Bommasandra,842.0,2.0,30.0,2
910,Bommasandra,955.0,2.0,37.97,2
911,Bommasandra,1089.0,2.0,40.0,2
912,Bommasandra,1365.0,3.0,53.96,3
913,Bommasandra Industrial Area,1090.0,2.0,31.48,2
915,Bommasandra Industrial Area,1400.0,2.0,40.44,3
916,Bommasandra Industrial Area,1320.0,2.0,38.13,3
918,Bommasandra Industrial Area,1020.0,2.0,29.45,2
919,Bommasandra Industrial Area,1165.0,2.0,33.64,2
920,Bommasandra Industrial Area,1090.0,2.0,31.48,2
922,Bommasandra Industrial Area,1000.0,2.0,28.88,2
923,Bommasandra Industrial Area,1020.0,2.0,29.45,2
924,Bommasandra Industrial Area,1160.0,2.0,33.51,2
925,Bommasandra Industrial Area,1125.0,2.0,32.49,2
927,Bommasandra Industrial Area,1125.0,2.0,32.49,2
928,Bommasandra Industrial Area,1130.0,2.0,32.64,2
929,Bommasandra Industrial Area,1065.0,2.0,30.75,2
930,Bommenahalli,1632.0,3.0,145.0,4
931,Bommenahalli,1670.0,3.0,135.0,4
932,Bommenahalli,1680.0,3.0,135.0,4
933,Bommenahalli,1632.0,3.0,128.0,4
934,Bommenahalli,1232.0,3.0,96.0,3
935,Bommenahalli,1632.0,3.0,140.0,4
936,Brookefield,1150.0,2.0,69.0,2
937,Brookefield,1142.0,2.0,70.0,2
941,Brookefield,1476.0,3.0,105.0,3
942,Brookefield,1262.0,2.0,75.0,2
943,Brookefield,1139.0,2.0,80.0,2
944,Brookefield,1125.0,2.0,70.0,2
945,Brookefield,1420.0,3.0,85.0,3
947,Brookefield,941.0,2.0,48.0,2
950,Brookefield,1100.0,2.0,55.0,2
951,Brookefield,2400.0,3.0,140.0,4
952,Brookefield,1225.0,2.0,66.5,2
953,Brookefield,1200.0,2.0,75.0,2
954,Brookefield,1130.0,2.0,56.0,2
955,Brookefield,1706.0,3.0,115.0,3
956,Brookefield,1389.0,2.0,94.0,2
957,Brookefield,1225.0,2.0,72.0,2
959,Brookefield,1746.0,3.0,115.0,3
962,Brookefield,1382.0,2.0,84.5,2
963,Brookefield,1260.0,2.0,70.0,2
964,Budigere,1153.0,2.0,56.4,2
965,Budigere,1162.0,2.0,59.9,2
966,Budigere,1991.0,4.0,103.0,3
967,Budigere,1153.0,2.0,57.0,2
968,Budigere,1162.0,2.0,57.0,2
969,Budigere,1139.0,2.0,56.8,2
970,Budigere,1139.0,2.0,56.85,2
971,Budigere,1991.0,4.0,100.0,3
972,Budigere,664.0,1.0,35.0,1
973,Budigere,1820.0,3.0,93.0,3
974,Budigere,1636.0,3.0,85.0,3
975,Budigere,1444.0,2.0,70.0,2
976,Budigere,1139.0,2.0,60.0,2
977,Budigere,1820.0,3.0,93.0,3
978,Budigere,1162.0,2.0,58.0,2
979,Budigere,1636.0,3.0,85.0,3
980,Budigere,1087.0,2.0,54.3,2
982,Budigere,1153.0,2.0,56.7,2
983,Budigere,1139.0,2.0,56.5,2
984,Budigere,1636.0,3.0,83.0,3
985,Budigere,664.0,1.0,34.0,1
986,Budigere,1162.0,2.0,58.0,2
987,Budigere,1153.0,2.0,60.0,2
988,Budigere,1172.0,2.0,56.725,2
990,Budigere,1820.0,3.0,95.0,3
991,Budigere,1991.0,4.0,100.0,3
992,Budigere,1820.0,3.0,95.5,3
993,Budigere,1153.0,2.0,56.0,2
994,Budigere,705.0,1.0,34.545,1
995,Budigere,1153.0,2.0,56.5,2
996,Budigere,1153.0,2.0,58.0,2
997,Budigere,1153.0,2.0,56.55,2
998,Budigere,1153.0,2.0,56.5,2
999,Budigere,1153.0,2.0,60.0,2
1000,CV Raman Nagar,1120.0,2.0,55.0,2
1001,CV Raman Nagar,1070.0,2.0,55.0,2
1002,CV Raman Nagar,740.0,2.0,37.0,2
1003,CV Raman Nagar,1028.0,2.0,49.0,2
1004,CV Raman Nagar,1070.0,2.0,47.5,2
1005,CV Raman Nagar,1025.0,2.0,50.0,2
1007,CV Raman Nagar,1198.0,2.0,60.0,2
1008,CV Raman Nagar,1560.0,2.0,85.0,2
1009,CV Raman Nagar,1590.0,2.0,85.0,3
1010,CV Raman Nagar,1100.0,2.0,58.0,2
1011,CV Raman Nagar,1051.0,2.0,61.0,2
1012,CV Raman Nagar,1020.0,2.0,55.0,2
1013,CV Raman Nagar,1285.0,2.0,65.0,2
1014,CV Raman Nagar,1040.0,2.0,50.0,2
1015,CV Raman Nagar,1400.0,2.0,78.0,3
1016,CV Raman Nagar,1400.0,2.0,78.0,3
1018,CV Raman Nagar,1310.0,2.0,62.0,2
1019,Chamrajpet,1475.0,2.0,120.0,3
1020,Chamrajpet,1900.0,2.0,170.0,4
1021,Chamrajpet,1350.0,2.0,180.0,2
1022,Chamrajpet,1660.4,4.0,211.0,4
1023,Chamrajpet,1565.0,3.0,98.91,3
1024,Chamrajpet,730.0,1.0,52.0,2
1025,Chamrajpet,650.0,1.0,40.0,2
1026,Chamrajpet,650.0,2.0,45.0,2
1027,Chamrajpet,1650.0,3.0,115.0,3
1028,Chandapura,650.0,1.0,17.0,2
1029,Chandapura,645.0,1.0,16.45,1
1030,Chandapura,645.0,1.0,16.45,1
1034,Chandapura,1200.0,2.0,32.0,2
1035,Chandapura,1025.0,2.0,27.68,2
1036,Chandapura,582.5,1.0,15.135,1
1039,Chandapura,1065.0,2.0,33.0,3
1040,Chandapura,850.0,2.0,25.4,2
1041,Chandapura,645.0,1.0,16.45,1
1044,Chandapura,520.0,1.0,14.04,1
1045,Chandapura,1200.0,1.0,36.0,2
1047,Chandapura,645.0,1.0,16.45,1
1049,Chandapura,645.0,1.0,16.45,1
1051,Chandapura,700.0,1.0,19.0,2
1053,Chandapura,1095.0,2.0,32.0,3
1054,Chandapura,645.0,1.0,16.45,1
1055,Chandapura,1505.0,2.0,42.0,3
1057,Chandapura,645.0,1.0,16.45,1
1058,Chandapura,1025.0,2.0,27.68,2
1060,Chandapura,800.0,2.0,25.0,2
1061,Chandapura,645.0,1.0,16.45,1
1063,Chandapura,950.0,2.0,25.65,2
1064,Chandapura,1200.0,2.0,36.0,2
1065,Chandapura,645.0,1.0,16.45,1
1066,Chandapura,1110.0,2.0,29.97,3
1067,Chandapura,674.0,1.0,19.9,2
1068,Chandapura,1225.0,3.0,33.08,3
1071,Chandapura,1110.0,2.0,29.97,3
1074,Chandapura,1025.0,2.0,27.68,2
1077,Chandapura,1345.0,2.0,39.5,3
1078,Chandapura,1033.0,2.0,30.47,3
1082,Chandapura,520.0,1.0,14.04,1
1085,Chandapura,410.0,1.0,10.0,1
1087,Chandapura,645.0,1.0,16.45,1
1088,Chandapura,645.0,1.0,16.45,1
1089,Chandapura,1200.0,2.0,36.0,2
1090,Chandapura,740.0,1.0,22.0,2
1092,Chandapura,520.0,1.0,14.04,1
1093,Channasandra,1340.0,2.0,48.33,3
1094,Channasandra,1009.0,2.0,38.34,2
1095,Channasandra,1065.0,2.0,35.0,2
1096,Channasandra,1030.0,2.0,34.5,2
1097,Channasandra,4200.0,6.0,180.0,6
1098,Channasandra,1115.0,2.0,40.0,2
1099,Channasandra,1104.0,2.0,35.5,2
1100,Channasandra,1160.0,2.0,55.0,2
1101,Channasandra,1050.0,2.0,41.0,2
1102,Channasandra,1065.0,2.0,40.47,2
1104,Channasandra,1070.0,2.0,38.0,2
1105,Channasandra,1050.0,2.0,35.0,2
1106,Channasandra,1093.0,2.0,34.0,2
1107,Channasandra,1010.0,2.0,36.0,2
1108,Channasandra,1123.0,2.0,36.0,2
1109,Channasandra,1000.0,2.0,35.0,2
1110,Channasandra,1330.0,2.0,51.83,3
1111,Channasandra,1093.0,2.0,37.0,2
1112,Channasandra,1115.0,2.0,35.8,2
1113,Channasandra,1500.0,3.0,61.95,3
1115,Channasandra,830.0,2.0,36.28,2
1116,Channasandra,1195.0,2.0,56.0,3
1117,Channasandra,1175.0,2.0,38.0,2
1118,Channasandra,1200.0,2.0,46.13,2
1119,Channasandra,1065.0,2.0,36.0,2
1120,Channasandra,1050.0,2.0,44.41,2
1121,Channasandra,1010.0,2.0,32.0,2
1122,Chikka Tirupathi,2600.0,5.0,120.0,4
1123,Chikka Tirupathi,1808.0,4.0,80.27,3
1124,Chikka Tirupathi,3297.0,3.0,135.0,3
1125,Chikka Tirupathi,3500.0,5.0,150.0,4
1126,Chikka Tirupathi,2325.0,3.0,95.0,3
1127,Chikka Tirupathi,3250.0,4.0,136.0,4
1128,Chikka Tirupathi,2665.0,5.0,125.0,4
1129,Chikkabanavar,950.0,2.0,40.0,2
1130,Chikkabanavar,600.0,1.0,25.0,2
1131,Chikkabanavar,2460.0,7.0,80.0,4
1132,Chikkabanavar,2400.0,4.0,97.0,5
1133,Chikkabanavar,2000.0,4.0,65.0,5
1134,Chikkabanavar,1067.0,2.0,38.0,2
1135,Chikkabanavar,1320.0,2.0,46.0,3
1136,Chikkalasandra,1290.0,2.0,56.12,3
1137,Chikkalasandra,1100.0,2.0,50.0,2
1138,Chikkalasandra,1208.0,2.0,49.0,2
1139,Chikkalasandra,1070.0,2.0,50.0,2
1140,Chikkalasandra,1230.0,2.0,48.0,2
1141,Chikkalasandra,1070.0,2.0,42.8,2
1143,Chikkalasandra,1270.0,2.0,55.25,3
1144,Chikkalasandra,1075.0,2.0,46.76,2
1145,Chikkalasandra,1230.0,2.0,53.51,3
1146,Chikkalasandra,1290.0,2.0,56.12,3
1147,Chikkalasandra,1070.0,2.0,45.48,2
1148,Chikkalasandra,1100.0,2.0,50.0,2
1149,Chikkalasandra,1390.0,2.0,60.47,3
1151,Chikkalasandra,1090.0,2.0,47.42,2
1154,Chikkalasandra,1325.0,2.0,59.0,2
1155,Chikkalasandra,1275.0,2.0,55.46,3
1157,Choodasandra,1115.0,2.0,50.0,2
1158,Choodasandra,1300.0,2.0,57.0,2
1159,Choodasandra,1530.0,3.0,77.0,3
1162,Choodasandra,1197.0,2.0,63.0,2
1163,Choodasandra,1465.0,3.0,75.0,3
1164,Choodasandra,1115.0,2.0,50.0,2
1165,Choodasandra,1215.0,2.0,59.0,2
1166,Choodasandra,1254.0,2.0,65.0,3
1167,Choodasandra,725.0,2.0,36.0,2
1169,Choodasandra,1075.0,2.0,45.0,2
1170,Choodasandra,1140.0,2.0,62.0,2
1172,Choodasandra,1560.0,3.0,78.0,3
1173,Choodasandra,1065.0,2.0,46.0,2
1174,Choodasandra,1115.0,2.0,50.0,2
1176,Choodasandra,1115.0,2.0,50.0,2
1177,Cooke Town,3950.0,4.0,450.0,4
1178,Cooke Town,2388.0,4.0,239.0,3
1179,Cooke Town,1710.0,2.0,200.0,2
1180,Cooke Town,3900.0,5.0,415.0,4
1181,Cooke Town,2560.0,4.0,310.0,3
1182,Cooke Town,2300.0,3.0,250.0,3
1183,Cox Town,1975.0,3.0,150.0,3
1184,Cox Town,1730.0,3.0,140.0,3
1185,Cox Town,1600.0,3.0,150.0,3
1186,Cox Town,1250.0,2.0,95.0,2
1187,Cox Town,1280.0,2.0,120.0,2
1188,Cox Town,1073.0,2.0,72.0,2
1189,Cunningham Road,3875.0,3.0,864.0,3
1190,Cunningham Road,3875.0,3.0,800.0,3
1191,Cunningham Road,3815.0,3.0,763.0,3
1192,Cunningham Road,3489.0,3.0,662.0,3
1193,Cunningham Road,4170.0,3.0,800.0,3
1195,Cunningham Road,2700.0,3.0,501.0,3
1196,Cunningham Road,2880.0,3.0,560.0,3
1197,Dasanapura,708.0,2.0,37.0,2
1198,Dasanapura,1286.0,3.0,61.44,3
1199,Dasanapura,814.0,2.0,42.0,2
1200,Dasanapura,1163.0,2.0,65.0,2
1201,Dasanapura,1286.0,2.0,68.0,3
1202,Dasanapura,814.0,2.0,43.7,2
1203,Dasarahalli,1295.0,2.0,65.0,2
1204,Dasarahalli,1520.0,2.0,75.0,3
1205,Dasarahalli,2100.0,3.0,120.0,3
1206,Dasarahalli,1220.0,2.0,62.0,2
1207,Devanahalli,1260.0,2.0,66.78,2
1208,Devanahalli,1282.0,2.0,68.52,3
1209,Devanahalli,1360.0,2.0,65.0,2
1211,Devanahalli,1010.0,2.0,51.0,2
1212,Devanahalli,1080.0,2.0,53.35,2
1213,Devanahalli,1174.0,2.0,59.0,2
1214,Devanahalli,3752.5,2.0,177.115,2
1215,Devanahalli,658.0,1.0,34.0,1
1216,Devanahalli,1080.0,2.0,52.0,2
1217,Devanahalli,1700.0,3.0,88.2,3
1218,Devanahalli,1498.0,3.0,79.15,3
1219,Devanahalli,1466.0,3.0,77.59,3
1220,Devanahalli,775.0,1.0,39.0,1
1221,Devanahalli,1020.0,2.0,49.87,1
1222,Devanahalli,1045.0,2.0,48.0,2
1224,Devanahalli,1340.0,2.0,65.0,2
1225,Devanahalli,2125.0,3.0,107.0,3
1226,Devanahalli,1230.0,2.0,56.45,2
1227,Devanahalli,1360.0,2.0,62.425,2
1230,Devanahalli,1075.0,2.0,52.57,1
1232,Devarachikkanahalli,1170.0,2.0,40.0,2
1233,Devarachikkanahalli,615.0,1.0,24.0,1
1234,Devarachikkanahalli,1230.0,2.0,58.0,2
1235,Devarachikkanahalli,1425.0,2.0,65.0,3
1236,Devarachikkanahalli,947.0,2.0,43.0,2
1237,Devarachikkanahalli,1230.0,2.0,58.0,2
1238,Devarachikkanahalli,1705.0,3.0,75.0,3
1239,Devarachikkanahalli,1116.0,2.0,47.0,2
1240,Devarachikkanahalli,991.0,2.0,40.0,2
1242,Dodda Nekkundi,1260.0,2.0,55.0,2
1243,Dodda Nekkundi,1390.0,2.0,60.0,2
1244,Dodda Nekkundi,1080.0,2.0,50.0,2
1245,Dodda Nekkundi,1100.0,2.0,48.0,2
1246,Dodda Nekkundi,1100.0,2.0,41.15,2
1247,Dodda Nekkundi,1252.0,2.0,71.0,3
1248,Dodda Nekkundi,1155.0,2.0,46.0,2
1249,Dodda Nekkundi,1128.0,2.0,45.0,2
1250,Dodda Nekkundi,1148.0,2.0,56.0,2
1252,Dodda Nekkundi,1145.0,2.0,46.5,2
1253,Dodda Nekkundi,1100.0,2.0,41.16,2
1254,Dodda Nekkundi,1100.0,2.0,46.75,2
1255,Dodda Nekkundi,1315.0,2.0,50.0,2
1256,Dodda Nekkundi,1135.0,2.0,58.0,2
1257,Dodda Nekkundi,1100.0,2.0,41.18,2
1258,Dodda Nekkundi,1370.0,2.0,60.0,2
1259,Dodda Nekkundi,1585.0,2.0,79.0,3
1260,Dodda Nekkundi,1005.0,2.0,45.0,2
1261,Dodda Nekkundi,1264.0,2.0,52.0,2
1262,Doddaballapur,4200.0,4.0,325.0,4
1263,Doddaballapur,3876.0,3.0,300.0,3
1264,Doddaballapur,2776.0,4.0,195.0,3
1265,Doddaballapur,2400.0,3.0,200.0,4
1266,Doddaballapur,654.0,1.0,49.0,1
1267,Doddakallasandra,1010.0,2.0,40.39,2
1268,Doddakallasandra,1360.0,2.0,54.39,3
1269,Doddakallasandra,1460.0,2.0,58.39,3
1270,Doddakallasandra,1360.0,2.0,54.4,3
1271,Doddakallasandra,1425.0,2.0,56.99,3
1272,Doddakallasandra,1010.0,2.0,40.39,2
1273,Doddakallasandra,1072.0,2.0,42.87,2
1274,Doddakallasandra,1010.0,2.0,40.4,2
1275,Doddakallasandra,1072.0,2.0,42.87,2
1276,Doddathoguru,970.0,2.0,33.0,2
1277,Doddathoguru,1030.0,2.0,42.0,2
1278,Doddathoguru,1549.0,3.0,65.0,3
1279,Doddathoguru,1015.0,2.0,33.5,2
1280,Doddathoguru,1104.0,2.0,39.0,2
1281,Doddathoguru,915.0,2.0,32.0,2
1282,Doddathoguru,750.0,1.0,25.5,1
1283,Doddathoguru,1595.0,3.0,62.0,3
1284,Doddathoguru,855.0,2.0,32.0,2
1285,Doddathoguru,925.0,2.0,30.0,2
1287,Doddathoguru,1208.0,3.0,45.0,3
1288,Doddathoguru,940.0,2.0,32.9,2
1289,Doddathoguru,1107.0,2.0,44.0,2
1290,Domlur,1875.0,2.0,150.0,3
1291,Domlur,640.0,1.0,55.0,1
1292,Domlur,1050.0,2.0,85.0,2
1293,Domlur,1800.0,3.0,150.0,3
1294,Domlur,1720.0,3.0,135.0,3
1295,Domlur,1950.0,3.0,165.0,3
1296,Domlur,780.0,1.0,70.0,1
1297,Domlur,1740.0,3.0,120.0,3
1298,Domlur,1695.0,3.0,125.0,3
1299,Domlur,1246.0,2.0,95.0,2
1300,Domlur,2100.0,3.0,145.0,3
1301,Domlur,1850.0,3.0,180.0,3
1302,Domlur,2955.0,3.0,235.0,3
1303,Dommasandra,805.0,2.0,22.14,2
1305,Dommasandra,1153.0,2.0,43.5,2
1306,Dommasandra,1500.0,2.0,40.0,2
1307,Dommasandra,850.0,2.0,25.4,2
1308,Dommasandra,674.0,1.0,19.9,2
